,Unnamed: 0,node,ethcat,agecat,treat,Trade_sex,Group_sex,degree,age.gp1,age.gp2,age.gp3,age.gp4,black,white,other,Tr,NoTr,Trade,NoTrade,Group,NoGroup
240,241,241,white,age.gp2,Tr,NoTrade,Group,24,4,10,4,6,2,19,3,7,17,3,21,17,7
885,886,886,white,age.gp3,NoTr,Trade,Group,12,1,4,5,2,1,11,0,5,7,1,11,9,3
917,918,918,white,age.gp1,NoTr,Trade,NoGroup,16,5,5,4,2,1,11,4,4,12,2,14,7,9
935,936,936,white,age.gp3,NoTr,NoTrade,NoGroup,10,2,4,1,3,1,6,3,4,6,0,10,5,5
2340,2341,2341,white,age.gp2,Tr,NoTrade,Group,17,2,5,3,7,2,14,1,6,11,3,14,9,8
2242,2243,2243,white,age.gp4,Tr,NoTrade,Group,14,2,2,3,7,1,11,2,5,9,0,14,7,7
2585,2586,2586,white,age.gp4,NoTr,NoTrade,Group,9,2,1,3,3,0,8,1,2,7,3,6,6,3
116,117,117,white,age.gp3,NoTr,NoTrade,NoGroup,5,0,2,2,1,0,4,1,3,2,0,5,4,1
1429,1430,1430,white,age.gp3,Tr,NoTrade,NoGroup,11,2,4,2,3,0,9,2,5,6,1,10,6,5
2842,2843,2843,white,age.gp2,Tr,NoTrade,Group,14,1,5,6,2,2,11,1,2,12,1,13,9,5
117,118,118,white,age.gp3,NoTr,NoTrade,NoGroup,5,1,3,1,0,1,2,2,1,4,2,3,4,1
640,641,641,other,age.gp1,NoTr,Trade,Group,10,2,6,2,0,2,8,0,5,5,1,9,6,4
848,849,849,other,age.gp2,Tr,NoTrade,Group,7,0,3,2,2,0,7,0,2,5,0,7,5,2
2375,2376,2376,white,age.gp2,NoTr,NoTrade,NoGroup,14,1,6,7,0,0,12,2,7,7,1,13,10,4
118,119,119,white,age.gp3,NoTr,NoTrade,NoGroup,1,1,0,0,0,0,1,0,1,0,0,1,0,1
119,120,120,white,age.gp3,NoTr,NoTrade,NoGroup,7,2,1,2,2,0,6,1,4,3,1,6,5,2
1790,1791,1791,white,age.gp4,Tr,NoTrade,Group,14,0,4,2,8,2,11,1,4,10,0,14,9,5
1951,1952,1952,white,age.gp4,NoTr,NoTrade,Group,17,1,1,3,12,4,13,0,5,12,2,15,8,9
2465,2466,2466,white,age.gp1,Tr,NoTrade,NoGroup,14,3,4,4,3,1,11,2,4,10,0,14,6,8
2832,2833,2833,white,age.gp2,Tr,NoTrade,NoGroup,7,1,2,2,2,0,7,0,3,4,1,6,4,3
120,121,121,white,age.gp3,NoTr,NoTrade,NoGroup,10,0,3,4,3,3,7,0,2,8,4,6,6,4
381,382,382,black,age.gp4,NoTr,NoTrade,NoGroup,7,0,1,2,4,3,3,1,2,5,0,7,3,4
886,887,887,white,age.gp3,NoTr,Trade,Group,12,1,4,4,3,1,11,0,6,6,0,12,8,4
1989,1990,1990,white,age.gp4,Tr,NoTrade,NoGroup,5,0,2,2,1,1,4,0,1,4,1,4,4,1
2108,2109,2109,white,age.gp2,NoTr,NoTrade,NoGroup,13,3,5,1,4,1,8,4,6,7,1,12,9,4
2410,2411,2411,white,age.gp3,NoTr,Trade,Group,13,0,5,5,3,0,13,0,2,11,1,12,10,3
2563,2564,2564,white,age.gp4,NoTr,NoTrade,Group,11,1,3,2,5,1,10,0,3,8,0,11,6,5
2776,2777,2777,white,age.gp3,NoTr,NoTrade,Group,18,2,6,6,4,2,15,1,8,10,4,14,12,6
121,122,122,white,age.gp3,NoTr,NoTrade,NoGroup,6,3,1,2,0,2,4,0,3,3,1,5,1,5
327,328,328,white,age.gp1,NoTr,NoTrade,NoGroup,14,9,1,4,0,0,9,5,5,9,1,13,4,10
1597,1598,1598,black,age.gp1,Tr,Trade,NoGroup,9,2,3,3,1,3,5,1,2,7,1,8,6,3
1613,1614,1614,white,age.gp3,Tr,NoTrade,NoGroup,6,0,3,1,2,0,5,1,2,4,0,6,3,3
2771,2772,2772,white,age.gp1,NoTr,NoTrade,NoGroup,11,5,3,3,0,1,5,5,3,8,0,11,5,6
122,123,123,white,age.gp3,NoTr,NoTrade,NoGroup,13,4,5,1,3,0,9,4,5,8,3,10,6,7
132,133,133,white,age.gp2,NoTr,NoTrade,NoGroup,12,3,4,3,2,0,10,2,4,8,2,10,9,3
408,409,409,white,age.gp2,Tr,Trade,Group,23,2,12,8,1,1,21,1,8,15,1,22,15,8
846,847,847,other,age.gp2,Tr,NoTrade,Group,11,0,5,3,3,1,10,0,5,6,0,11,7,4
1697,1698,1698,white,age.gp4,NoTr,Trade,NoGroup,4,0,2,1,1,0,4,0,2,2,0,4,2,2
2284,2285,2285,other,age.gp2,Tr,NoTrade,Group,9,0,4,5,0,1,8,0,3,6,0,9,6,3
2438,2439,2439,white,age.gp4,NoTr,NoTrade,NoGroup,2,0,1,1,0,0,2,0,1,1,0,2,0,2
2467,2468,2468,white,age.gp1,NoTr,NoTrade,NoGroup,12,5,2,4,1,0,10,2,6,6,2,10,6,6
2478,2479,2479,other,age.gp1,NoTr,NoTrade,NoGroup,7,4,0,2,1,0,7,0,1,6,2,5,4,3
2919,2920,2920,white,age.gp1,NoTr,NoTrade,NoGroup,12,4,1,7,0,1,10,1,4,8,2,10,7,5
123,124,124,white,age.gp3,NoTr,NoTrade,NoGroup,4,1,1,1,1,0,3,1,2,2,1,3,3,1
628,629,629,other,age.gp1,NoTr,Trade,Group,1,0,0,1,0,0,1,0,0,1,0,1,0,1
124,125,125,white,age.gp3,NoTr,NoTrade,NoGroup,6,0,2,3,1,0,6,0,3,3,1,5,6,0
691,692,692,white,age.gp4,Tr,NoTrade,Group,12,1,4,4,3,0,11,1,4,8,0,12,5,7
2960,2961,2961,white,age.gp2,NoTr,NoTrade,Group,16,0,12,4,0,1,11,4,8,8,4,12,11,5
219,220,220,other,age.gp2,Tr,NoTrade,NoGroup,4,0,1,1,2,1,3,0,2,2,1,3,2,2
824,825,825,white,age.gp3,NoTr,NoTrade,NoGroup,3,0,1,2,0,0,2,1,1,2,0,3,1,2
2724,2725,2725,black,age.gp3,NoTr,NoTrade,NoGroup,7,1,1,3,2,3,3,1,2,5,0,7,4,3
126,127,127,white,age.gp1,NoTr,NoTrade,NoGroup,7,3,3,1,0,0,7,0,3,4,3,4,5,2
1254,1255,1255,white,age.gp1,Tr,Trade,Group,32,18,5,4,5,4,23,5,6,26,1,31,18,14
1463,1464,1464,white,age.gp1,NoTr,NoTrade,NoGroup,12,8,4,0,0,0,9,3,1,11,2,10,5,7
2643,2644,2644,white,age.gp1,NoTr,NoTrade,NoGroup,15,9,2,3,1,0,12,3,5,10,4,11,10,5
127,128,128,white,age.gp1,NoTr,NoTrade,NoGroup,13,7,4,1,1,3,7,3,4,9,3,10,8,5
641,642,642,other,age.gp1,NoTr,Trade,Group,10,5,2,3,0,0,9,1,3,7,0,10,5,5
715,716,716,black,age.gp4,NoTr,NoTrade,NoGroup,3,1,0,1,1,1,2,0,1,2,0,3,1,2
1138,1139,1139,white,age.gp1,NoTr,NoTrade,NoGroup,10,5,1,1,3,2,8,0,1,9,0,10,4,6
1380,1381,1381,white,age.gp1,NoTr,NoTrade,NoGroup,16,10,2,2,2,1,11,4,2,14,2,14,4,12
1644,1645,1645,other,age.gp2,NoTr,NoTrade,NoGroup,7,1,4,1,1,1,6,0,3,4,0,7,4,3
1667,1668,1668,black,age.gp1,Tr,Trade,Group,13,6,3,3,1,7,5,1,2,11,1,12,5,8
2326,2327,2327,white,age.gp3,Tr,NoTrade,Group,20,2,4,10,4,2,16,2,6,14,3,17,12,8
2457,2458,2458,black,age.gp1,NoTr,NoTrade,NoGroup,6,2,3,0,1,2,2,2,1,5,0,6,1,5
128,129,129,white,age.gp1,NoTr,NoTrade,NoGroup,10,4,4,0,2,0,8,2,4,6,0,10,4,6
286,287,287,white,age.gp1,NoTr,NoTrade,NoGroup,12,7,3,1,1,1,8,3,2,10,2,10,8,4
509,510,510,white,age.gp2,Tr,NoTrade,NoGroup,7,1,4,1,1,0,7,0,2,5,0,7,5,2
1012,1013,1013,white,age.gp1,Tr,NoTrade,NoGroup,13,7,3,2,1,0,11,2,3,10,0,13,5,8
2255,2256,2256,white,age.gp4,Tr,NoTrade,Group,12,4,1,1,6,3,7,2,4,8,0,12,6,6
2807,2808,2808,other,age.gp2,NoTr,NoTrade,NoGroup,4,1,0,1,2,0,4,0,0,4,0,4,3,1
2897,2898,2898,other,age.gp1,NoTr,NoTrade,NoGroup,4,2,1,1,0,0,4,0,1,3,0,4,2,2
2949,2950,2950,white,age.gp4,NoTr,NoTrade,Group,8,1,4,1,2,0,7,1,4,4,0,8,6,2
129,130,130,white,age.gp1,NoTr,NoTrade,NoGroup,6,3,0,0,3,1,5,0,3,3,1,5,1,5
1191,1192,1192,white,age.gp4,Tr,NoTrade,NoGroup,4,1,0,1,2,1,3,0,0,4,1,3,2,2
1201,1202,1202,white,age.gp4,Tr,NoTrade,NoGroup,4,1,1,0,2,1,3,0,0,4,0,4,2,2
1340,1341,1341,white,age.gp1,Tr,NoTrade,NoGroup,9,5,1,1,2,0,8,1,3,6,0,9,4,5
1478,1479,1479,black,age.gp1,NoTr,NoTrade,NoGroup,10,5,1,3,1,3,6,1,5,5,0,10,2,8
1706,1707,1707,white,age.gp4,NoTr,Trade,NoGroup,5,1,2,1,1,1,4,0,1,4,0,5,1,4
2976,2977,2977,white,age.gp1,NoTr,NoTrade,Group,19,8,5,3,3,2,15,2,9,10,2,17,10,9
130,131,131,white,age.gp1,NoTr,NoTrade,NoGroup,11,7,3,1,0,2,8,1,4,7,1,10,5,6
1315,1316,1316,white,age.gp2,NoTr,NoTrade,NoGroup,13,1,6,2,4,2,11,0,5,8,1,12,10,3
1324,1325,1325,white,age.gp2,Tr,NoTrade,Group,20,5,9,4,2,4,13,3,6,14,4,16,12,8
1449,1450,1450,black,age.gp1,NoTr,NoTrade,NoGroup,11,5,5,1,0,6,5,0,3,8,1,10,5,6
1737,1738,1738,white,age.gp3,Tr,NoTrade,Group,19,2,9,3,5,2,14,3,5,14,3,16,9,10
1902,1903,1903,black,age.gp1,NoTr,NoTrade,NoGroup,5,1,0,2,2,2,2,1,0,5,1,4,2,3
2470,2471,2471,white,age.gp1,NoTr,NoTrade,NoGroup,12,4,5,2,1,1,10,1,2,10,2,10,7,5
131,132,132,white,age.gp2,NoTr,NoTrade,NoGroup,12,2,6,3,1,0,12,0,5,7,2,10,10,2
236,237,237,white,age.gp2,Tr,NoTrade,Group,18,2,7,5,4,1,16,1,9,9,2,16,12,6
546,547,547,white,age.gp4,NoTr,NoTrade,NoGroup,5,1,2,1,1,0,5,0,2,3,0,5,3,2
1005,1006,1006,white,age.gp1,Tr,NoTrade,Group,24,9,5,4,6,2,19,3,4,20,3,21,13,11
1435,1436,1436,white,age.gp3,Tr,NoTrade,NoGroup,8,1,4,0,3,1,7,0,5,3,0,8,6,2
1466,1467,1467,white,age.gp2,NoTr,Trade,Group,19,1,10,3,5,1,15,3,8,11,1,18,10,9
1736,1737,1737,white,age.gp3,Tr,NoTrade,Group,20,3,8,5,4,1,18,1,6,14,1,19,13,7
2651,2652,2652,white,age.gp2,NoTr,NoTrade,Group,12,1,7,2,2,2,10,0,5,7,0,12,6,6
288,289,289,white,age.gp1,NoTr,NoTrade,NoGroup,9,3,4,0,2,1,6,2,4,5,1,8,4,5
638,639,639,other,age.gp1,NoTr,Trade,Group,11,4,2,2,3,1,10,0,1,10,0,11,5,6
1408,1409,1409,white,age.gp3,NoTr,NoTrade,Group,11,1,6,3,1,2,8,1,7,4,0,11,3,8
1939,1940,1940,white,age.gp4,NoTr,NoTrade,Group,16,0,6,3,7,2,13,1,7,9,2,14,12,4
2910,2911,2911,other,age.gp1,NoTr,NoTrade,NoGroup,5,1,2,1,1,0,5,0,0,5,0,5,2,3
133,134,134,white,age.gp2,NoTr,NoTrade,NoGroup,12,2,8,1,1,0,12,0,6,6,1,11,9,3
693,694,694,white,age.gp4,Tr,NoTrade,Group,9,0,1,1,7,2,7,0,3,6,0,9,4,5
1708,1709,1709,white,age.gp2,Tr,NoTrade,Group,23,2,14,2,5,3,17,3,9,14,2,21,17,6
2307,2308,2308,white,age.gp2,NoTr,NoTrade,NoGroup,6,1,2,2,1,0,5,1,2,4,0,6,4,2
2788,2789,2789,white,age.gp2,NoTr,NoTrade,Group,25,5,10,8,2,2,19,4,12,13,1,24,17,8
134,135,135,white,age.gp2,NoTr,NoTrade,NoGroup,10,0,9,1,0,0,9,1,6,4,1,9,8,2
1707,1708,1708,white,age.gp2,Tr,NoTrade,Group,26,3,12,6,5,2,21,3,10,16,3,23,18,8
2131,2132,2132,white,age.gp3,NoTr,NoTrade,Group,17,4,4,7,2,0,14,3,7,10,2,15,10,7
135,136,136,white,age.gp2,NoTr,NoTrade,NoGroup,11,1,4,3,3,0,11,0,6,5,0,11,7,4
342,343,343,white,age.gp2,NoTr,NoTrade,Group,24,1,14,5,4,3,17,4,9,15,1,23,12,12
1602,1603,1603,white,age.gp2,Tr,NoTrade,NoGroup,13,1,6,4,2,2,10,1,4,9,1,12,9,4
1978,1979,1979,white,age.gp4,Tr,NoTrade,NoGroup,4,0,1,2,1,0,4,0,1,3,1,3,1,3
2061,2062,2062,white,age.gp3,Tr,NoTrade,Group,20,3,5,5,7,1,17,2,8,12,0,20,8,12
2573,2574,2574,white,age.gp4,NoTr,NoTrade,Group,11,1,4,1,5,2,9,0,7,4,1,10,8,3
208,209,209,other,age.gp2,Tr,NoTrade,NoGroup,10,1,5,1,3,4,5,1,2,8,1,9,5,5
1273,1274,1274,white,age.gp4,NoTr,NoTrade,Group,14,1,1,4,8,3,11,0,4,10,0,14,10,4
1331,1332,1332,white,age.gp3,NoTr,NoTrade,NoGroup,9,1,5,2,1,1,7,1,2,7,1,8,4,5
1860,1861,1861,white,age.gp3,NoTr,NoTrade,Group,15,2,5,4,4,1,12,2,6,9,0,15,7,8
2132,2133,2133,other,age.gp2,NoTr,NoTrade,NoGroup,2,0,2,0,0,0,2,0,1,1,0,2,1,1
2314,2315,2315,white,age.gp2,Tr,NoTrade,NoGroup,12,0,8,3,1,0,12,0,5,7,0,12,7,5
2358,2359,2359,white,age.gp3,Tr,NoTrade,NoGroup,10,0,6,2,2,1,9,0,5,5,0,10,5,5
2670,2671,2671,white,age.gp3,NoTr,NoTrade,NoGroup,9,2,4,2,1,0,8,1,2,7,1,8,3,6
2746,2747,2747,white,age.gp2,NoTr,NoTrade,Group,21,3,10,4,4,0,18,3,9,12,1,20,15,6
1335,1336,1336,white,age.gp3,NoTr,NoTrade,NoGroup,3,0,1,1,1,0,3,0,1,2,0,3,2,1
2248,2249,2249,white,age.gp4,Tr,NoTrade,Group,18,1,6,2,9,1,16,1,4,14,1,17,11,7
2648,2649,2649,white,age.gp2,NoTr,NoTrade,Group,18,2,12,3,1,2,12,4,8,10,1,17,12,6
150,151,151,white,age.gp3,NoTr,NoTrade,Group,26,3,10,6,7,3,21,2,11,15,0,26,18,8
229,230,230,white,age.gp2,Tr,NoTrade,Group,25,0,16,5,4,3,18,4,10,15,3,22,14,11
1265,1266,1266,black,age.gp3,NoTr,NoTrade,NoGroup,5,0,2,1,2,3,2,0,1,4,0,5,3,2
2177,2178,2178,white,age.gp4,NoTr,NoTrade,NoGroup,11,1,4,1,5,2,9,0,3,8,0,11,4,7
2425,2426,2426,white,age.gp4,NoTr,NoTrade,NoGroup,6,0,2,2,2,1,4,1,1,5,1,5,3,3
2763,2764,2764,black,age.gp2,NoTr,NoTrade,NoGroup,8,1,3,2,2,3,4,1,2,6,0,8,3,5
2784,2785,2785,white,age.gp3,NoTr,NoTrade,Group,18,1,7,9,1,0,15,3,6,12,2,16,13,5
139,140,140,white,age.gp2,NoTr,NoTrade,NoGroup,11,2,2,6,1,0,10,1,8,3,0,11,8,3
148,149,149,white,age.gp3,NoTr,NoTrade,Group,19,1,7,6,5,1,16,2,8,11,0,19,14,5
943,944,944,white,age.gp3,Tr,NoTrade,Group,16,1,6,3,6,2,12,2,4,12,1,15,6,10
2265,2266,2266,white,age.gp4,Tr,NoTrade,Group,13,0,4,3,6,1,12,0,6,7,3,10,8,5
1407,1408,1408,white,age.gp3,NoTr,NoTrade,Group,15,0,9,4,2,1,11,3,8,7,0,15,8,7
1465,1466,1466,white,age.gp2,NoTr,Trade,Group,23,5,13,3,2,0,21,2,11,12,1,22,13,10
1820,1821,1821,black,age.gp4,NoTr,NoTrade,NoGroup,4,1,1,2,0,1,3,0,0,4,0,4,2,2
2805,2806,2806,other,age.gp2,NoTr,NoTrade,NoGroup,10,0,7,3,0,2,8,0,4,6,1,9,7,3
141,142,142,white,age.gp3,NoTr,NoTrade,Group,14,2,9,2,1,1,8,5,8,6,2,12,8,6
284,285,285,white,age.gp2,Tr,NoTrade,Group,17,1,8,4,4,2,13,2,7,10,0,17,12,5
909,910,910,other,age.gp1,Tr,NoTrade,NoGroup,4,1,0,3,0,1,3,0,1,3,0,4,3,1
1670,1671,1671,white,age.gp2,Tr,NoTrade,NoGroup,12,0,5,6,1,2,9,1,3,9,1,11,8,4
1801,1802,1802,white,age.gp4,Tr,NoTrade,Group,8,0,1,3,4,0,8,0,3,5,0,8,7,1
1855,1856,1856,white,age.gp3,NoTr,NoTrade,Group,19,3,4,6,6,2,16,1,7,12,3,16,11,8
2533,2534,2534,other,age.gp1,NoTr,NoTrade,NoGroup,5,3,1,1,0,0,5,0,2,3,0,5,3,2
2810,2811,2811,other,age.gp2,NoTr,NoTrade,NoGroup,5,0,3,2,0,1,4,0,1,4,1,4,5,0
2968,2969,2969,white,age.gp2,NoTr,NoTrade,Group,22,3,5,6,8,3,15,4,7,15,1,21,12,10
432,433,433,white,age.gp4,NoTr,NoTrade,NoGroup,7,0,1,1,5,0,6,1,0,7,0,7,5,2
695,696,696,white,age.gp4,Tr,NoTrade,Group,16,1,5,3,7,1,13,2,5,11,1,15,13,3
1077,1078,1078,white,age.gp4,NoTr,NoTrade,Group,11,0,2,4,5,0,11,0,4,7,1,10,8,3
1862,1863,1863,white,age.gp3,NoTr,NoTrade,Group,16,3,4,4,5,2,13,1,4,12,1,15,8,8
1919,1920,1920,other,age.gp2,NoTr,NoTrade,NoGroup,8,0,3,2,3,0,8,0,3,5,1,7,5,3
2022,2023,2023,black,age.gp4,NoTr,NoTrade,NoGroup,3,0,0,3,0,1,2,0,0,3,1,2,3,0
2122,2123,2123,white,age.gp3,NoTr,NoTrade,Group,19,4,6,4,5,0,18,1,7,12,1,18,11,8
143,144,144,white,age.gp3,NoTr,NoTrade,Group,21,4,6,7,4,2,14,5,6,15,2,19,14,7
175,176,176,white,age.gp3,NoTr,NoTrade,NoGroup,9,1,6,1,1,0,6,3,4,5,1,8,7,2
645,646,646,other,age.gp1,NoTr,Trade,Group,10,5,2,3,0,0,10,0,4,6,1,9,5,5
961,962,962,black,age.gp2,NoTr,NoTrade,Group,12,3,5,3,1,7,5,0,2,10,1,11,7,5
1069,1070,1070,white,age.gp4,NoTr,NoTrade,Group,7,0,0,3,4,1,6,0,2,5,1,6,5,2
1169,1170,1170,white,age.gp4,NoTr,NoTrade,NoGroup,7,0,0,2,5,1,6,0,2,5,0,7,4,3
1886,1887,1887,other,age.gp1,NoTr,NoTrade,Group,11,3,1,3,4,3,8,0,3,8,2,9,7,4
2112,2113,2113,white,age.gp2,NoTr,NoTrade,NoGroup,4,1,2,1,0,0,4,0,0,4,0,4,3,1
2878,2879,2879,white,age.gp2,NoTr,NoTrade,NoGroup,13,0,7,3,3,0,12,1,7,6,0,13,11,2
144,145,145,white,age.gp3,NoTr,NoTrade,Group,13,1,3,5,4,0,12,1,5,8,0,13,8,5
185,186,186,white,age.gp3,Tr,NoTrade,NoGroup,7,0,2,1,4,0,7,0,3,4,1,6,7,0
597,598,598,other,age.gp4,NoTr,NoTrade,NoGroup,6,0,1,2,3,0,6,0,2,4,0,6,4,2
680,681,681,white,age.gp4,Tr,NoTrade,Group,6,0,0,3,3,0,6,0,2,4,0,6,5,1
1552,1553,1553,white,age.gp3,NoTr,NoTrade,Group,11,1,5,4,1,1,6,4,4,7,1,10,8,3
1598,1599,1599,white,age.gp2,Tr,NoTrade,NoGroup,10,0,3,5,2,1,9,0,3,7,1,9,6,4
1716,1717,1717,white,age.gp1,Tr,NoTrade,NoGroup,4,2,0,2,0,0,4,0,1,3,0,4,2,2
2257,2258,2258,white,age.gp4,Tr,NoTrade,Group,9,0,0,4,5,3,6,0,0,9,2,7,6,3
2700,2701,2701,white,age.gp4,NoTr,NoTrade,Group,12,1,3,2,6,1,11,0,4,8,1,11,9,3
2753,2754,2754,white,age.gp3,NoTr,NoTrade,NoGroup,12,2,5,2,3,0,7,5,6,6,1,11,8,4
2787,2788,2788,white,age.gp2,NoTr,NoTrade,Group,21,0,12,6,3,2,18,1,11,10,4,17,19,2
145,146,146,white,age.gp3,NoTr,NoTrade,Group,16,1,6,6,3,1,12,3,9,7,2,14,10,6
149,150,150,white,age.gp3,NoTr,NoTrade,Group,16,3,5,7,1,3,12,1,7,9,1,15,10,6
187,188,188,white,age.gp3,Tr,NoTrade,NoGroup,5,0,2,3,0,0,5,0,2,3,0,5,5,0
927,928,928,white,age.gp3,NoTr,NoTrade,NoGroup,5,1,1,2,1,0,4,1,4,1,0,5,4,1
950,951,951,white,age.gp3,Tr,NoTrade,Group,20,1,5,8,6,4,16,0,7,13,2,18,15,5
1063,1064,1064,white,age.gp4,NoTr,NoTrade,Group,11,0,1,3,7,1,10,0,3,8,0,11,7,4
1279,1280,1280,white,age.gp4,NoTr,NoTrade,Group,11,1,0,4,6,0,11,0,7,4,0,11,9,2
1609,1610,1610,white,age.gp3,Tr,NoTrade,NoGroup,14,3,3,4,4,1,12,1,4,10,0,14,9,5
2313,2314,2314,white,age.gp2,Tr,NoTrade,NoGroup,12,0,6,3,3,1,9,2,7,5,0,12,8,4
2472,2473,2473,white,age.gp2,Tr,NoTrade,Group,16,0,7,7,2,1,13,2,6,10,1,15,12,4
2562,2563,2563,white,age.gp4,NoTr,NoTrade,Group,9,0,2,3,4,0,9,0,6,3,0,9,4,5
146,147,147,white,age.gp3,NoTr,NoTrade,Group,18,3,6,6,3,1,16,1,6,12,2,16,14,4
232,233,233,white,age.gp2,Tr,NoTrade,Group,23,2,8,8,5,3,20,0,8,15,1,22,16,7
631,632,632,other,age.gp1,NoTr,Trade,Group,13,8,1,1,3,1,12,0,3,10,1,12,5,8
879,880,880,white,age.gp3,NoTr,Trade,Group,18,3,7,4,4,3,13,2,7,11,0,18,12,6
944,945,945,white,age.gp3,Tr,NoTrade,Group,20,3,5,8,4,1,17,2,7,13,0,20,13,7
1277,1278,1278,white,age.gp4,NoTr,NoTrade,Group,10,0,1,3,6,0,10,0,5,5,0,10,8,2
1314,1315,1315,white,age.gp1,NoTr,NoTrade,NoGroup,15,5,6,4,0,0,13,2,9,6,0,15,5,10
1325,1326,1326,white,age.gp3,NoTr,NoTrade,NoGroup,12,1,3,7,1,1,11,0,2,10,2,10,9,3
2054,2055,2055,white,age.gp4,Tr,NoTrade,Group,12,0,1,2,9,0,12,0,4,8,0,12,9,3
2110,2111,2111,white,age.gp2,NoTr,NoTrade,NoGroup,9,0,4,2,3,1,8,0,4,5,2,7,6,3
2603,2604,2604,white,age.gp3,NoTr,NoTrade,Group,17,2,1,8,6,3,13,1,6,11,0,17,11,6
2833,2834,2834,white,age.gp2,Tr,NoTrade,NoGroup,12,0,4,4,4,2,9,1,5,7,0,12,9,3
2885,2886,2886,white,age.gp1,NoTr,NoTrade,Group,24,13,3,6,2,1,20,3,8,16,3,21,13,11
452,453,453,black,age.gp3,NoTr,NoTrade,NoGroup,6,0,2,3,1,3,2,1,1,5,0,6,4,2
1021,1022,1022,white,age.gp2,NoTr,Trade,Group,16,1,9,5,1,0,13,3,6,10,1,15,8,8
1134,1135,1135,white,age.gp2,Tr,NoTrade,Group,28,3,16,3,6,0,21,7,12,16,1,27,24,4
1950,1951,1951,white,age.gp4,NoTr,NoTrade,Group,16,1,0,4,11,0,15,1,4,12,0,16,9,7
2107,2108,2108,white,age.gp2,NoTr,NoTrade,NoGroup,12,1,5,1,5,1,11,0,3,9,1,11,9,3
2109,2110,2110,white,age.gp2,NoTr,NoTrade,NoGroup,7,0,3,4,0,0,7,0,4,3,0,7,5,2
2119,2120,2120,white,age.gp3,NoTr,NoTrade,Group,20,3,5,5,7,2,15,3,5,15,4,16,15,5
2482,2483,2483,other,age.gp1,NoTr,NoTrade,NoGroup,4,2,0,1,1,0,4,0,0,4,0,4,2,2
2514,2515,2515,white,age.gp1,NoTr,NoTrade,NoGroup,9,2,1,3,3,2,6,1,2,7,1,8,4,5
707,708,708,white,age.gp2,Tr,NoTrade,Group,21,2,10,8,1,3,13,5,7,14,0,21,11,10
1151,1152,1152,white,age.gp4,NoTr,NoTrade,NoGroup,6,0,2,1,3,1,5,0,3,3,0,6,5,1
1774,1775,1775,white,age.gp4,Tr,NoTrade,Group,10,0,1,2,7,2,7,1,4,6,1,9,6,4
1788,1789,1789,white,age.gp4,Tr,NoTrade,Group,10,1,3,1,5,1,9,0,3,7,1,9,6,4
2062,2063,2063,white,age.gp3,Tr,NoTrade,Group,17,5,4,5,3,0,17,0,4,13,2,15,15,2
2439,2440,2440,white,age.gp4,NoTr,NoTrade,NoGroup,8,2,1,2,3,0,7,1,3,5,0,8,5,3
2783,2784,2784,white,age.gp3,NoTr,NoTrade,Group,21,2,8,7,4,3,16,2,7,14,2,19,13,8
2875,2876,2876,white,age.gp1,NoTr,NoTrade,NoGroup,9,3,2,3,1,1,5,3,2,7,1,8,6,3
2924,2925,2925,white,age.gp4,NoTr,NoTrade,Group,12,1,3,2,6,0,11,1,6,6,0,12,8,4
465,466,466,black,age.gp3,NoTr,Trade,Group,13,1,4,6,2,4,7,2,4,9,1,12,7,6
826,827,827,white,age.gp3,NoTr,NoTrade,NoGroup,12,1,4,2,5,2,10,0,5,7,1,11,8,4
1053,1054,1054,white,age.gp4,NoTr,NoTrade,Group,11,1,2,4,4,1,9,1,3,8,0,11,7,4
1272,1273,1273,black,age.gp3,NoTr,NoTrade,NoGroup,10,1,2,5,2,5,4,1,3,7,2,8,4,6
1616,1617,1617,white,age.gp3,Tr,NoTrade,NoGroup,9,0,5,2,2,0,8,1,4,5,1,8,7,2
1807,1808,1808,white,age.gp2,Tr,NoTrade,Group,21,1,8,7,5,2,16,3,10,11,3,18,18,3
2517,2518,2518,black,age.gp2,NoTr,NoTrade,Group,16,0,9,5,2,8,7,1,1,15,3,13,11,5
2876,2877,2877,white,age.gp1,NoTr,NoTrade,NoGroup,8,3,2,1,2,0,8,0,2,6,0,8,6,2
211,212,212,other,age.gp2,Tr,NoTrade,NoGroup,10,2,4,4,0,1,9,0,2,8,0,10,7,3
346,347,347,white,age.gp2,NoTr,NoTrade,Group,23,3,10,5,5,3,18,2,6,17,1,22,17,6
557,558,558,white,age.gp4,NoTr,NoTrade,NoGroup,3,1,1,1,0,0,1,2,1,2,0,3,2,1
1253,1254,1254,white,age.gp2,Tr,NoTrade,Group,31,3,14,9,5,3,21,7,10,21,1,30,21,10
1394,1395,1395,black,age.gp3,NoTr,NoTrade,NoGroup,7,0,4,3,0,4,2,1,1,6,1,6,4,3
1446,1447,1447,white,age.gp1,NoTr,NoTrade,NoGroup,12,4,3,3,2,1,9,2,3,9,2,10,10,2
1585,1586,1586,white,age.gp4,Tr,NoTrade,Group,14,0,2,1,11,0,14,0,3,11,0,14,13,1
1884,1885,1885,other,age.gp1,NoTr,NoTrade,Group,8,4,1,2,1,0,8,0,3,5,0,8,3,5
1941,1942,1942,white,age.gp4,NoTr,NoTrade,Group,8,0,2,3,3,0,8,0,3,5,0,8,6,2
